Time,Target,Measured,Error
895,20.00,23.21,-3.21
896,20.00,22.47,-2.47
897,20.00,24.68,-4.68
898,20.00,21.73,-1.73
899,20.00,21.00,-1.00
900,20.00,16.95,3.05
901,20.00,18.79,1.21
902,20.00,18.05,1.95
903,20.00,15.10,4.90
904,20.00,19.89,0.11
905,20.00,20.26,-0.26
906,20.00,22.10,-2.10
907,20.00,21.73,-1.73
908,20.00,18.42,1.58
909,20.00,18.42,1.58
910,20.00,14.37,5.63
912,20.00,18.05,1.95
913,20.00,16.95,3.05
914,20.00,21.37,-1.37
915,20.00,23.21,-3.21
916,20.00,22.84,-2.84
917,20.00,25.05,-5.05
918,20.00,22.84,-2.84
919,20.00,22.10,-2.10
920,20.00,22.47,-2.47
921,20.00,18.79,1.21
922,20.00,21.00,-1.00
923,20.00,20.63,-0.63
924,20.00,25.79,-5.79
925,20.00,24.68,-4.68
926,20.00,20.26,-0.26
927,20.00,21.37,-1.37
928,20.00,18.05,1.95
929,20.00,16.21,3.79
930,20.00,16.95,3.05
931,20.00,16.95,3.05
932,20.00,19.89,0.11
933,20.00,20.63,-0.63
934,20.00,22.47,-2.47
935,20.00,19.89,0.11
936,20.00,19.16,0.84
938,20.00,17.68,2.32
939,20.00,15.10,4.90
940,20.00,14.74,5.26
941,20.00,14.74,5.26
942,20.00,16.21,3.79
943,20.00,16.58,3.42
944,20.00,21.73,-1.73
945,20.00,21.74,-1.74
946,20.00,21.74,-1.74
947,20.00,21.73,-1.73
948,20.00,19.16,0.84
949,20.00,20.63,-0.63
950,20.00,21.37,-1.37
951,20.00,18.42,1.58
952,20.00,22.47,-2.47
953,20.00,22.47,-2.47
954,20.00,23.21,-3.21
955,20.00,19.52,0.48
956,20.00,20.63,-0.63
957,20.00,19.52,0.48
958,20.00,17.68,2.32
959,20.00,16.95,3.05
960,20.00,15.84,4.16
961,20.00,21.00,-1.00
963,20.00,21.74,-1.74
964,20.00,18.05,1.95
965,20.00,20.63,-0.63
966,20.00,16.95,3.05
967,20.00,16.21,3.79
968,20.00,14.74,5.26
969,20.00,15.47,4.53
970,20.00,16.21,3.79
971,20.00,19.16,0.84
972,20.00,21.00,-1.00
973,20.00,21.00,-1.00
974,20.00,23.58,-3.58
975,20.00,24.31,-4.31
976,20.00,20.26,-0.26
977,20.00,21.37,-1.37
978,20.00,19.52,0.48
979,20.00,21.00,-1.00
980,20.00,21.00,-1.00
981,20.00,22.84,-2.84
982,20.00,24.68,-4.68
983,20.00,20.26,-0.26
984,20.00,20.63,-0.63
985,20.00,18.05,1.95
986,20.00,19.16,0.84
987,20.00,17.68,2.32
989,20.00,17.68,2.32
990,20.00,19.16,0.84
991,20.00,20.26,-0.26
992,20.00,23.58,-3.58
993,20.00,21.00,-1.00
994,20.00,18.42,1.58
995,20.00,16.58,3.42
996,20.00,15.10,4.90
997,20.00,15.47,4.53
998,20.00,16.21,3.79
